email_text,type
"Alert Title:    Static Bypass Switch Module Fault
Alert Description:

A static bypass switch module fault exists.

Recommended Action: An internal hardware failure exists. Contact APC Support (http://www.apc.com/go/direct/index.cfm?tag=support).

Alert Type:     Device Alarm
Severity:       Critical
Alert Level:    Tendo
Device: WVL UPS A_UPSRM (10.254.247.101)
Time Detected:  07/06/23 15:35:54
Notification Time:      07/06/23 15:40:54
Notification Policy:    Willowvale
Action Name:    Tendo
Location:       WILLOWVALE UPS ROOM NEW IS
Primary Contact:        NAISON MUTASA
Notes:  APC Web/SNMP Management Card (MB:v4.0.6 PF:v3.7.5 PN:apc_hw03_aos_375.bin AF1:v3.7.6 AN1:apc_hw03_px2_376.bin MN:0G-9354 HR:0C SN: PD1433111657 MD:08/19/2014) (Embedded PowerNet SNMP Agent SW v2.2 compatible)
Alert ID:       nbErrorCond_361B59AD
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"NMB HQ: Secondary Generator (100KVA) is running
",Informational
"Alert Title:    Battery Replacement Needed
Alert Description:

At least one faulty battery exists.

Recommended Action: Replace all faulty batteries. You can use the APC Product Selector (http://www.apc.com/go/direct/index.cfm?tag=selectors) page to order new batteries.

Alert Type:     Device Alarm
Severity:       Critical
Alert Level:    Tendo
Device: WVL UPS B_UPSRM (10.254.247.102)
Time Detected:  07/06/23 16:06:29
Notification Time:      07/06/23 16:11:29
Notification Policy:    Willowvale
Action Name:    Tendo
Location:       WILLOWVALE UPS ROOM NEW IS
Primary Contact:        NAISON MUTASA
Notes:  APC Web/SNMP Management Card (MB:v4.0.6 PF:v3.7.5 PN:apc_hw03_aos_375.bin AF1:v3.7.6 AN1:apc_hw03_px2_376.bin MN:0G-9354 HR:0C SN: PD1444112350 MD:11/07/2014) (Embedded PowerNet SNMP Agent SW v2.2 compatible)
Alert ID:       nbErrorCond_60D9EE99
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Alarm
"Alert Title:    Battery Fault
Alert Description:

A battery fault exists.

Recommended Action: Replace all faulty batteries. You can use the APC Product Selector (http://www.apc.com/go/direct/index.cfm?tag=selectors) page to order new batteries.

Alert Type:     Device Alarm
Severity:       Critical
Alert Level:    Tendo
Device: WVL UPS B_UPSRM (10.254.247.102)
Time Detected:  07/06/23 16:06:29
Notification Time:      07/06/23 16:11:29
Notification Policy:    Willowvale
Action Name:    Tendo
Location:       WILLOWVALE UPS ROOM NEW IS
Primary Contact:        NAISON MUTASA
Notes:  APC Web/SNMP Management Card (MB:v4.0.6 PF:v3.7.5 PN:apc_hw03_aos_375.bin AF1:v3.7.6 AN1:apc_hw03_px2_376.bin MN:0G-9354 HR:0C SN: PD1444112350 MD:11/07/2014) (Embedded PowerNet SNMP Agent SW v2.2 compatible)
Alert ID:       nbErrorCond_B820B8C9
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Alarm
"Alert Title:    Input Voltage Or Frequency Cannot Support Bypass
Alert Description:

An input voltage or frequency problem prevents switching to bypass mode.

Recommended Action: Correct the input power problem, if possible, or wait for the input power problem to clear. Note: Some UPS systems have settings that allow the UPS to switch to bypass if this status exists when a hardware failure occurs. In such cases, correct the power problem, or shut down the equipment powered by the UPS. For either action, contact APC Support (http://www.apc.com/go/direct/index.cfm?tag=support) for assistance in correcting the internal hardware failure.

Alert Type:     Device Alarm
Severity:       Critical
Alert Level:    Tendo
Device: WVL UPS 3 (10.254.247.105)
Time Detected:  07/06/23 16:06:50
Notification Time:      07/06/23 16:11:50
Notification Policy:    Willowvale
Action Name:    Tendo
Location:       WILLOWVALE BATTERY ROOM NEXT TO VAS
Primary Contact:        NAISON MUTASA
Notes:  APC Web/SNMP Management Card (MB:v4.0.6 PF:v3.7.8 PN:apc_hw03_aos_378.bin AF1:v3.7.7 AN1:apc_hw03_px2_377.bin MN:0G-9354 HR:0C SN: PD0907130457 MD:02/11/2009) (Embedded PowerNet SNMP Agent SW v2.2 compatible)
Alert ID:       nbErrorCond_041AC9D7
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Alarm
"Alert Title:    Battery Replacement Needed
Alert Description:

At least one faulty battery exists.

Recommended Action: Replace all faulty batteries. You can use the APC Product Selector (http://www.apc.com/go/direct/index.cfm?tag=selectors) page to order new batteries.

Alert Type:     Device Alarm
Severity:       Critical
Alert Level:    Tendo - repeat 1
Device: WVL UPS B_UPSRM (10.254.247.102)
Time Detected:  07/06/23 16:06:29
Notification Time:      07/06/23 16:41:29
Notification Policy:    Willowvale
Action Name:    Tendo
Location:       WILLOWVALE UPS ROOM NEW IS
Primary Contact:        NAISON MUTASA
Notes:  APC Web/SNMP Management Card (MB:v4.0.6 PF:v3.7.5 PN:apc_hw03_aos_375.bin AF1:v3.7.6 AN1:apc_hw03_px2_376.bin MN:0G-9354 HR:0C SN: PD1444112350 MD:11/07/2014) (Embedded PowerNet SNMP Agent SW v2.2 compatible)
Alert ID:       nbErrorCond_60D9EE99
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Alarm
"Alert Title:    Battery Fault
Alert Description:

A battery fault exists.

Recommended Action: Replace all faulty batteries. You can use the APC Product Selector (http://www.apc.com/go/direct/index.cfm?tag=selectors) page to order new batteries.

Alert Type:     Device Alarm
Severity:       Critical
Alert Level:    Tendo - repeat 1
Device: WVL UPS B_UPSRM (10.254.247.102)
Time Detected:  07/06/23 16:06:29
Notification Time:      07/06/23 16:41:29
Notification Policy:    Willowvale
Action Name:    Tendo
Location:       WILLOWVALE UPS ROOM NEW IS
Primary Contact:        NAISON MUTASA
Notes:  APC Web/SNMP Management Card (MB:v4.0.6 PF:v3.7.5 PN:apc_hw03_aos_375.bin AF1:v3.7.6 AN1:apc_hw03_px2_376.bin MN:0G-9354 HR:0C SN: PD1444112350 MD:11/07/2014) (Embedded PowerNet SNMP Agent SW v2.2 compatible)
Alert ID:       nbErrorCond_B820B8C9
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Alarm
"NMB HQ: Primary Generator (250KVA) is running
",Informational
"NMB HQ: AC input (Generator/ZESA) power restored
",Informational
"NMB HQ: Secondary Generator (100KVA) has stopped
",Informational
"FBC DC SMS system online
",Informational
"MEGAPAK PET 1 GENERATOR : Daily start has been initiated.
",Informational
"MEGAPAK PET 1 GENERATOR: Mains restored!
",Informational
"MEGAPAK PET 1 GENERATOR : Generator stopped.
",Informational
"NMB HQ: Primary (250KVA) Generator stopped
",Informational
"ZB DR Mains restored.
",Informational
"ZB DR 110kva Genset has stopped running.
",Informational
"Delta Cripps Genset SMS system is online!
",Informational
"NMBHQ Datacenter SMS monitoring system online
",Informational
"ZIMSWITCH Power sms monitoring system is online
",Informational
"POTRAZ HQ power sms system online
",Informational
"Stanbic DR Genset SMS monitoring system signal strength is now restored above 40% system is online
",Informational
"FBC Samora Genset SMS system online.
",Informational
"ZIMSWITCH NEWLANDS Datacenter SMS monitoring system is online
",Informational
"BNC Bindura Server Rm SMS Monitoring at your service
",Informational
"CBZ_KWAME: GENSETS SMS MONITORING SYSTEM IS ONLINE
",Informational
"NMB HQ Power SMS system is online
",Informational
"Stanbic DR Genset SMS monitoring system signal strength is now restored above 40% system is online
",Informational
"FBC DC SMS system online
",Informational
"MEGAPAK PET 1 GENERATOR : Generator running.
",Informational
"MEGAPAK PET 1 GENERATOR: Mains Failure warning!
",Informational
"MEGAPAK PET 1 GENERATOR: Mains restored!
",Informational
"MEGAPAK PET 1 GENERATOR : Generator stopped.
",Informational
"MEGAPAK PET 1 GENERATOR : Daily start has been initiated.
",Informational
"Delta Cripps Genset SMS system is online!
",Informational
"NMBHQ Datacenter SMS monitoring system online
",Informational
"Ewz Wvl genset SMS monitoring system online
",Informational
"ZIMSWITCH Power sms monitoring system is online
",Informational
"MEGAPAK PET 1 GENERATOR: Mains Failure warning!
",Informational
"MEGAPAK PET 1 GENERATOR : Generator running.
",Informational
"MEGAPAK PET 1 GENERATOR : Generator stopped.
",Informational
"POTRAZ HQ power sms system online
",Informational
"Stanbic DR Genset SMS monitoring system signal strength is now restored above 40% system is online
",Informational
"FBC Samora Genset SMS system online.
",Informational
"Ewz Wvl Mains Failure!
",Alarm
"Ewz Wvl GenB running
",Informational
"Ewz Wvl 700KVA GenA running
",Informational
"Alert Title:    Battery Fault
Alert Description:

A battery fault exists.

Recommended Action: Replace all faulty batteries. You can use the APC Product Selector (http://www.apc.com/go/direct/index.cfm?tag=selectors) page to order new batteries.

Alert Type:     Device Alarm
Severity:       Critical
Alert Level:    Tendo
Device: WVL UPS B_UPSRM (10.254.247.102)
Time Detected:  07/08/23 06:36:31
Notification Time:      07/08/23 06:41:31
Notification Policy:    Willowvale
Action Name:    Tendo
Location:       WILLOWVALE UPS ROOM NEW IS
Primary Contact:        NAISON MUTASA
Notes:  APC Web/SNMP Management Card (MB:v4.0.6 PF:v3.7.5 PN:apc_hw03_aos_375.bin AF1:v3.7.6 AN1:apc_hw03_px2_376.bin MN:0G-9354 HR:0C SN: PD1444112350 MD:11/07/2014) (Embedded PowerNet SNMP Agent SW v2.2 compatible)
Alert ID:       nbErrorCond_E2BDB488
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Alarm
"Alert Title:    Battery Replacement Needed
Alert Description:

At least one faulty battery exists.

Recommended Action: Replace all faulty batteries. You can use the APC Product Selector (http://www.apc.com/go/direct/index.cfm?tag=selectors) page to order new batteries.

Alert Type:     Device Alarm
Severity:       Critical
Alert Level:    Tendo
Device: WVL UPS B_UPSRM (10.254.247.102)
Time Detected:  07/08/23 06:36:31
Notification Time:      07/08/23 06:41:31
Notification Policy:    Willowvale
Action Name:    Tendo
Location:       WILLOWVALE UPS ROOM NEW IS
Primary Contact:        NAISON MUTASA
Notes:  APC Web/SNMP Management Card (MB:v4.0.6 PF:v3.7.5 PN:apc_hw03_aos_375.bin AF1:v3.7.6 AN1:apc_hw03_px2_376.bin MN:0G-9354 HR:0C SN: PD1444112350 MD:11/07/2014) (Embedded PowerNet SNMP Agent SW v2.2 compatible)
Alert ID:       nbErrorCond_4A9B1996
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Alarm
"Alert Title:    Persistent Low Suction Pressure fault
Alert Description:

Persistent Low Suction Pressure fault exists.

Recommended Action: Contact APC Support (http://www.apc.com/go/direct/index.cfm?tag=support).

Alert Type:     Device Alarm
Severity:       Critical
Alert Level:    Tendo
Device: WVL SWITCH INROW 2 (10.254.247.93)
Time Detected:  07/08/23 06:59:26
Notification Time:      07/08/23 07:04:26
Notification Policy:    Willowvale
Action Name:    Tendo
Location:       WILLOWVALE NEW EQUIPMENT ROOM
Primary Contact:        NAISON MUTASA
Notes:  APC Web/SNMP Management Card (MB:v4.1.1 PF:v3.9.2 PN:apc_hw03_aos_392.bin AF1:v3.9.1 AN1:apc_hw03_acrp_391.bin MN:ACRP102 HR:04 SN: JK1451001084 MD:12/19/2014)
Alert ID:       nbErrorCond_3BF83677
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Alarm
"Ewz WvlMains Restored
",Informational
"Ewz Wvl GenB stopped
",Informational
"Ewz Wvl 700KVA GenA stopped
",Informational
"Alert Title:    Battery Fault
Alert Description:

A battery fault exists.

Recommended Action: Replace all faulty batteries. You can use the APC Product Selector (http://www.apc.com/go/direct/index.cfm?tag=selectors) page to order new batteries.

Alert Type:     Device Alarm
Severity:       Critical
Alert Level:    Tendo - repeat 1
Device: WVL UPS B_UPSRM (10.254.247.102)
Time Detected:  07/08/23 06:36:31
Notification Time:      07/08/23 07:11:31
Notification Policy:    Willowvale
Action Name:    Tendo
Location:       WILLOWVALE UPS ROOM NEW IS
Primary Contact:        NAISON MUTASA
Notes:  APC Web/SNMP Management Card (MB:v4.0.6 PF:v3.7.5 PN:apc_hw03_aos_375.bin AF1:v3.7.6 AN1:apc_hw03_px2_376.bin MN:0G-9354 HR:0C SN: PD1444112350 MD:11/07/2014) (Embedded PowerNet SNMP Agent SW v2.2 compatible)
Alert ID:       nbErrorCond_E2BDB488
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Alarm
"Alert Title:    Battery Replacement Needed
Alert Description:

At least one faulty battery exists.

Recommended Action: Replace all faulty batteries. You can use the APC Product Selector (http://www.apc.com/go/direct/index.cfm?tag=selectors) page to order new batteries.

Alert Type:     Device Alarm
Severity:       Critical
Alert Level:    Tendo - repeat 1
Device: WVL UPS B_UPSRM (10.254.247.102)
Time Detected:  07/08/23 06:36:31
Notification Time:      07/08/23 07:11:31
Notification Policy:    Willowvale
Action Name:    Tendo
Location:       WILLOWVALE UPS ROOM NEW IS
Primary Contact:        NAISON MUTASA
Notes:  APC Web/SNMP Management Card (MB:v4.0.6 PF:v3.7.5 PN:apc_hw03_aos_375.bin AF1:v3.7.6 AN1:apc_hw03_px2_376.bin MN:0G-9354 HR:0C SN: PD1444112350 MD:11/07/2014) (Embedded PowerNet SNMP Agent SW v2.2 compatible)
Alert ID:       nbErrorCond_4A9B1996
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Alarm
"Alert Title:    Persistent Low Suction Pressure fault cleared
Alert Description:

Persistent Low Suction Pressure fault no longer exists.

Alert Type:     Device Alarm
Severity:       Critical (returned to normal)
Alert Level:    Return To Normal
Device: WVL SWITCH INROW 2 (10.254.247.93)
Time Detected:  07/08/23 06:59:26
Time Returned to Normal:        07/08/23 07:15:21
Notification Time:      07/08/23 07:15:21
Action Name:    Tendo
Location:       WILLOWVALE NEW EQUIPMENT ROOM
Primary Contact:        NAISON MUTASA
Notes:  APC Web/SNMP Management Card (MB:v4.1.1 PF:v3.9.2 PN:apc_hw03_aos_392.bin AF1:v3.9.1 AN1:apc_hw03_acrp_391.bin MN:ACRP102 HR:04 SN: JK1451001084 MD:12/19/2014)
Alert ID:       nbErrorCond_3BF83677
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Informational
"ZIMSWITCH NEWLANDS Datacenter SMS monitoring system is online
",Informational
"Alert Title:    Rack Inlet 2 High Temperature Violation
Alert Description:

Rack inlet 2 high temperature violation exists.

Recommended Action: Make sure the temperature sensor is placed properly. At the management interface, make sure the threshold is set correctly in the 'Unit Thresholds' page. If the problem persists, contact APC Support (http://www.apc.com/go/direct/index.cfm?tag=support).

Alert Type:     Device Alarm
Severity:       Critical
Alert Level:    Tendo
Device: WVL SWITCH INROW 2 (10.254.247.93)
Time Detected:  07/08/23 07:15:21
Notification Time:      07/08/23 07:20:21
Notification Policy:    Willowvale
Action Name:    Tendo
Location:       WILLOWVALE NEW EQUIPMENT ROOM
Primary Contact:        NAISON MUTASA
Notes:  APC Web/SNMP Management Card (MB:v4.1.1 PF:v3.9.2 PN:apc_hw03_aos_392.bin AF1:v3.9.1 AN1:apc_hw03_acrp_391.bin MN:ACRP102 HR:04 SN: JK1451001084 MD:12/19/2014)
Alert ID:       nbErrorCond_9485E4BB
Version:        7.5.0.62
[https://drive.google.com/uc?id=1h_eplAGtSHxCKBWqwoKqBAQgz9niMZuW]






[https://drive.google.com/uc?id=1pNh8C2C0NcqOj5h2ZxF_U6u69Oqk4YyA]
",Alarm
